,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE
,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,Kw/m2,degC,KMPH,DEG
20-jul-15,3,104,29,712.4,0,87,0.001,23.55,5.6,265
20-jul-15,4,59,20,712.5,0,86,0.016000001,23.81,7,275
20-jul-15,7,74,8,712.8,0,82,0.082999997,24.36,5.2,300
20-jul-15,13,32,9,712.9,0,77,0.143000007,26.11,3.2,181
20-jul-15,22,31,9,712.8,0,68,0.352999985,28.39,1.7,135
20-jul-15,40,38,24,712.7,0,62,0.667999983,29.76,2.5,210
20-jul-15,57,69,28,712.5,0,57,0.769999981,31.05,7.4,141
20-jul-15,63,81,39,712.2,0,55,0.81099999,31.39,13.7,112
20-jul-15,50,85,25,712,0,51,0.852999985,32.06,15.1,117
20-jul-15,53,149,8,711.3,0,45,0.825999975,32.83,14.5,103
20-jul-15,51,67,20,710.7,0,41,0.722000003,33.51,15.9,101
20-jul-15,43,53,10,710.2,0,40,0.572000027,33.81,16.5,101
20-jul-15,28,51,17,709.9,0,46,0.033,32.66,17,113
20-jul-15,20,54,20,710,0,46,0,32.29,15.4,103
20-jul-15,16,44,34,710.4,0,56,0,30.71,20.8,98
20-jul-15,14,87,49,710.7,0,66,0,28.9,13.1,100
21-jul-15,4,34,19,711,0,83,0.012,24.4,6.3,165
21-jul-15,6,46,12,711.4,0,81,0.066,24.71,6.5,296
21-jul-15,40,84,29,711.2,0,66,0.65200001,29.59,4.9,194
21-jul-15,58,90,43,711,0,62,0.753000021,29.81,11.2,137
21-jul-15,66,74,22,710.7,0,55,0.853999972,31.3,9.7,108
21-jul-15,63,55,17,710.3,0,50,0.853999972,32.09,13.3,99
21-jul-15,69,77,24,709.8,0,45,0.819999993,32.84,15.8,100
21-jul-15,51,59,48,709.3,0,45,0.728999972,33.31,16.9,111
21-jul-15,39,54,25,708.7,0,45,0.479000002,33.53,17.3,111
21-jul-15,35,60,22,708.2,0,43,0.368999988,33.68,18.6,118
21-jul-15,34,53,10,708.1,0,42,0.180999994,33.51,17.3,123
21-jul-15,30,51,26,708.3,0,43,0.026000001,32.96,19.1,112
21-jul-15,22,75,17,708.8,0,40,0,32.63,13.9,124
21-jul-15,17,45,16,709.3,0,56,0,30.25,18.2,91
22-jul-15,17,46,35,710.4,0,77,0,25.87,13.6,116
22-jul-15,9,25,25,710.7,0,79,0.012,24.79,4.8,124
22-jul-15,6,35,31,711,0,80,0.057,24.85,6.1,227
22-jul-15,27,58,10,711.3,0,69,0.600000024,27.78,8.1,114
22-jul-15,45,46,33,711.1,0,65,0.74000001,28.49,8.9,111
22-jul-15,63,51,45,710.7,0,62,0.829999983,29.51,9.1,121
22-jul-15,86,74,32,710.2,0,55,0.828999996,31.01,9.8,115
22-jul-15,84,88,33,709.7,0,51,0.774999976,32.42,10.3,110
22-jul-15,59,67,29,709.3,0,48,0.694000006,33.02,14.4,108
22-jul-15,46,64,20,709,0,47,0.537,33.58,16.8,112
22-jul-15,39,64,33,708.8,0,47,0.36500001,33.68,18.7,116
22-jul-15,28,61,20,709.4,0,44,0,32.35,15.9,143
22-jul-15,26,53,18,710.2,0,45,0,31.69,14.4,138
23-jul-15,23,53,48,711.2,0,77,0,26.32,14.7,98
23-jul-15,23,71,46,711.1,0,80,0,25.68,10.9,114
23-jul-15,10,42,33,712.2,0,80,0.013,24.83,5.6,208
23-jul-15,20,67,29,713,0,77,0.133000001,26.04,4,239
23-jul-15,34,74,7,712.9,0,69,0.405000001,28.99,2.9,168
23-jul-15,44,103,46,713,0,67,0.647000015,28.68,7.6,153
23-jul-15,53,101,37,712.6,0,62,0.740999997,29.88,11.5,156
23-jul-15,58,57,36,712.4,0,56,0.838,31.1,14.1,124
23-jul-15,68,60,39,712.1,0,51,0.848999977,32.05,14.2,96
23-jul-15,74,63,27,711.5,0,49,0.792999983,33.05,13.9,112
23-jul-15,59,66,37,710.9,0,46,0.702000022,33.57,15.9,106
23-jul-15,52,53,32,710.6,0,45,0.549000025,33.97,17.7,111
23-jul-15,42,59,45,710.3,0,45,0.374000013,34.05,19.7,123
23-jul-15,38,56,21,710.1,0,45,0.179000005,33.75,20.8,128
23-jul-15,33,68,31,710.3,0,45,0.017999999,33.18,17.2,122
23-jul-15,24,59,22,711,0,49,0,32.11,18.9,114
23-jul-15,16,59,58,711.6,0,62,0,30.03,20.6,99
23-jul-15,15,63,35,712.1,0,67,0,28.81,18.2,94
23-jul-15,16,49,26,712.4,0,70,0,27.76,16.8,88
24-jul-15,12,50,39,712.4,0,76,0,26.25,5.5,126
24-jul-15,11,48,25,712.4,0,78,0,25.84,6.6,237
24-jul-15,4,103,30,713.2,0,84,0.016000001,24.88,6.4,266
24-jul-15,6,109,26,713.4,0,83,0.085000001,25.39,2.4,280
24-jul-15,13,69,22,713.8,0,78,0.156000003,26.89,0.9,222
24-jul-15,24,68,19,713.8,0,70,0.419,29.05,1.5,196
24-jul-15,44,53,35,713.8,0,66,0.646000028,29.9,6.5,142
24-jul-15,68,69,42,713.5,0,61,0.711000025,30.9,11,134
24-jul-15,71,62,39,713.2,0,57,0.828999996,31.97,12.7,109
24-jul-15,68,60,33,712.8,0,54,0.842999995,32.48,16,104
24-jul-15,66,57,16,712.2,0,49,0.808000028,33.43,14.7,93
24-jul-15,84,57,26,711.6,0,45,0.697000027,34.23,17,108
24-jul-15,52,69,38,710.9,0,43,0.317000002,34.49,18.7,109
24-jul-15,46,61,22,710.8,0,44,0.112000003,34.06,19.1,115
24-jul-15,39,57,28,711.2,0,46,0.005,33.49,16.1,116
24-jul-15,30,59,32,711.4,0,49,0,32.87,15.1,106
24-jul-15,15,62,39,712.6,0,70,0,29.1,21.3,101
24-jul-15,13,48,30,713.1,0,75,0,27.84,19.9,98
25-jul-15,13,68,23,713,0,77,0,27.1,11,99
25-jul-15,10,40,11,712.4,0,80,0,26.09,6.1,172
25-jul-15,7,44,22,712.3,0,82,0,25.66,3.2,174
25-jul-15,4,70,25,712.6,0,83,0,25.23,6.5,287
25-jul-15,5,102,23,712.9,0,83,0.017000001,25.13,6.2,276
25-jul-15,7,98,6,713,0,82,0.114,26.08,5.5,278
25-jul-15,13,65,10,713.3,0,77,0.101000004,27.73,3,265
25-jul-15,51,93,8,712.9,0,55,0.666000009,33.13,1.8,220
25-jul-15,75,60,19,712.4,0,51,0.703000009,33.62,6.6,160
25-jul-15,88,80,29,711.9,0,46,0.834999979,34.01,10.3,118
25-jul-15,76,75,34,711,0,46,0.210999995,34.05,9.5,111
25-jul-15,76,72,21,710.3,0,43,0.296000004,34.65,9.5,122
25-jul-15,79,51,13,709.8,0,40,0.400999993,35.52,13,125
25-jul-15,61,54,39,709.6,0,42,0.298999995,35.21,16.7,123
25-jul-15,47,71,25,709.7,0,41,0.202999994,34.92,16.6,127
25-jul-15,40,50,31,709.9,0,42,0.02,34.19,14.2,108
25-jul-15,26,31,17,710.2,0,41,0,33.44,10.7,78
25-jul-15,17,59,22,710.9,0,47,0,32.45,10.7,110
25-jul-15,15,72,37,711.5,0,62,0,30.71,13.1,105
25-jul-15,11,53,36,711.8,0,67,0,29.72,8.2,145
26-jul-15,10,40,33,711,0,76,0,27.6,11,150
26-jul-15,7,38,32,710.6,0,77,0,27.09,9.6,154
26-jul-15,6,69,31,710.5,0,79,0,26.77,6.9,158
26-jul-15,6,92,28,710.4,0,82,0,25.94,5.9,175
26-jul-15,5,92,31,710.5,0,83,0,25.5,3.3,286
26-jul-15,4,55,28,710.9,0,83,0.016000001,25.47,5.7,275
26-jul-15,19,27,8,711.3,0,78,0.097999997,27.71,6.2,305
26-jul-15,62,101,17,711.2,0,54,0.662999988,32.9,4.6,141
26-jul-15,77,45,17,711,0,44,0.709999979,35.01,6.4,178
26-jul-15,75,42,25,710.8,0,37,0.848999977,35.17,11.5,112
26-jul-15,71,41,27,710.5,0,37,0.867999971,35.49,15.1,105
26-jul-15,54,51,34,710.2,0,39,0.449000001,35.14,13.9,112
26-jul-15,57,50,21,709.7,0,36,0.453999996,35.84,9.9,113
26-jul-15,59,45,24,709.4,0,34,0.449000001,36.45,10.2,109
26-jul-15,54,37,25,708.8,0,34,0.381000012,36.5,13.3,107
26-jul-15,47,48,25,708.8,0,35,0.170000002,35.96,15.5,107
26-jul-15,31,43,30,709.3,0,36,0.017999999,35.16,15.1,98
26-jul-15,20,45,26,709.5,0,33,0,34.51,13.2,102
26-jul-15,15,59,47,710.1,0,50,0,32.09,20.3,102
27-jul-15,16,54,36,710.7,0,77,0,26.64,8,122
27-jul-15,8,42,38,710,0,82,0,25.47,4.3,314
27-jul-15,5,56,35,710.8,0,84,0.02,24.87,5.6,264
27-jul-15,10,138,10,711.1,0,82,0.111000001,25.52,6.8,313
27-jul-15,24,32,7,711.2,0,68,0.470999986,29.9,5,337
27-jul-15,43,100,17,711.2,0,56,0.66900003,32.58,4.5,74
27-jul-15,65,74,46,711.1,0,55,0.745999992,33.09,10,140
27-jul-15,69,51,32,710.8,0,50,0.856000006,33.36,13.6,106
27-jul-15,50,74,18,710.3,0,46,0.875999987,33.75,15.1,105
27-jul-15,55,54,10,709.8,0,41,0.83099997,34.74,16.4,102
27-jul-15,55,70,32,709.2,0,41,0.725000024,34.99,19.6,106
27-jul-15,52,66,24,708.8,0,37,0.563000023,35.36,20.7,111
27-jul-15,20,54,25,710.7,0,65,0,28.8,15.5,90
28-jul-15,20,58,24,710.8,0,68,0,28.02,11.2,78
28-jul-15,14,71,34,710.6,0,76,0,26.43,6.4,24
28-jul-15,12,105,35,710.9,0,79,0,25.44,3.5,142
28-jul-15,6,111,41,711.4,0,80,0.016000001,25.35,6.5,173
28-jul-15,7,134,44,711.9,0,79,0.078000002,25.25,5.6,244
28-jul-15,15,106,26,712.1,0,77,0.149000004,25.8,6,281
28-jul-15,46,76,28,712,0,65,0.651000023,29.47,5.6,208
28-jul-15,62,64,47,711.9,0,63,0.758000016,29.99,9.5,135
28-jul-15,75,53,49,711.7,0,58,0.834999979,30.95,11.5,138
28-jul-15,79,103,30,711.3,0,50,0.85799998,32.23,12.8,104
28-jul-15,88,73,25,710.8,0,45,0.815999985,33.31,13.1,110
28-jul-15,75,72,46,710.2,0,41,0.711000025,34.1,15.6,112
28-jul-15,45,59,23,709.9,0,39,0.56099999,34.72,19.3,110
28-jul-15,38,54,21,709.7,0,36,0.370999992,35.25,18,117
28-jul-15,34,61,11,709.6,0,33,0.165000007,35.24,21.1,121
28-jul-15,29,81,20,709.9,0,32,0.017999999,34.39,18.2,132
28-jul-15,26,77,24,710.4,0,35,0,33.33,16.5,138
28-jul-15,20,50,13,711,0,37,0,32.34,12.1,131
29-jul-15,21,51,39,711.9,0,74,0,26.56,15,93
29-jul-15,20,42,35,711.8,0,77,0,25.97,8.4,108
29-jul-15,17,53,35,711.7,0,78,0,25.56,6.9,78
29-jul-15,15,73,33,711.9,0,78,0,25.23,4.8,12
29-jul-15,7,107,36,712.2,0,80,0,25.08,5.3,252
29-jul-15,4,53,31,712.6,0,81,0.012,24.57,7,242
29-jul-15,26,61,11,713.4,0,69,0.453000009,27.75,6.8,243
29-jul-15,67,71,48,713.6,0,55,0.822000027,30.93,12.3,96
29-jul-15,83,61,46,713.3,0,51,0.838999987,31.83,10.4,101
29-jul-15,88,61,36,712.9,0,46,0.797999978,32.99,12.1,107
29-jul-15,54,78,36,712.4,0,41,0.703000009,33.77,18.1,110
29-jul-15,41,66,19,711.9,0,39,0.549000025,34.56,17.2,109
29-jul-15,36,57,18,711.5,0,34,0.356999993,34.85,19.7,122
29-jul-15,31,67,14,711.5,0,31,0.157000005,34.71,21.8,118
29-jul-15,24,129,20,711.7,0,31,0.021,34.05,19.3,119
29-jul-15,21,81,34,712.3,0,46,0,31.92,27.7,99
29-jul-15,18,95,30,713.1,0,57,0,29.91,26.5,102
29-jul-15,15,51,16,713.7,0,63,0,28.49,22.7,103
29-jul-15,14,28,20,714.1,0,69,0,27.34,20.1,98
30-jul-15,14,22,14,714.3,0,74,0,26.18,16,100
30-jul-15,10,78,15,714.1,0,79,0,24.68,5.2,91
30-jul-15,6,67,27,714.5,0,80,0.013,24.51,4.9,233
30-jul-15,6,26,18,714.9,0,81,0.079999998,24.68,6.2,269
30-jul-15,26,20,12,715.3,0,67,0.453999996,28.8,2.2,94
30-jul-15,51,37,24,715.3,0,57,0.779999971,29.98,8.1,106
30-jul-15,56,28,24,714.8,0,51,0.846000016,31.2,9.4,115
30-jul-15,58,47,23,714.4,0,45,0.870000005,32.4,16.4,103
30-jul-15,45,42,28,713.9,0,42,0.811999977,33.24,19.4,106
30-jul-15,40,51,15,713.6,0,42,0.685000002,33.55,20.7,112
31-jul-15,5,26,21,714.4,0,74,0,24.58,1.1,280
31-jul-15,3,24,16,714.6,0,76,0.01,24.14,1.1,315
31-jul-15,6,57,18,714.8,0,74,0.086999997,25.26,1.4,320
31-jul-15,13,36,23,714.9,0,69,0.115999997,27.17,1.5,340
31-jul-15,25,71,34,714.7,0,62,0.460999995,29.05,2,335
31-jul-15,41,67,31,714.6,0,54,0.625999987,31.42,1.6,163
31-jul-15,42,42,28,714.5,0,47,0.782000005,31.8,9.2,87
31-jul-15,57,45,30,714,0,43,0.845000029,32.54,8.3,124
31-jul-15,61,37,24,713.6,0,38,0.861000001,33.55,10.8,125
31-jul-15,61,45,20,713.2,0,35,0.813000023,34.34,11.4,118
31-jul-15,51,48,23,712.6,0,36,0.657000005,34.45,13.2,112
31-jul-15,35,37,11,712,0,36,0.354999989,34.13,16.5,104
31-jul-15,30,34,20,711.9,0,39,0.153999999,33.36,18.2,102
31-jul-15,28,104,19,713,0,44,0,30.28,22.3,112
31-jul-15,19,36,25,713.9,0,51,0,29.09,17.6,109
31-jul-15,17,38,26,714,0,57,0,28.33,13.7,104
01/08/2015,13,39,22,713.8,0,58,0,28,6.7,116
01/08/2015,7,46,20,713.2,0,60,0,27.68,3.6,175
01/08/2015,3,33,27,712.9,0,63,0,27.26,4.4,262
01/08/2015,3,34,24,712.7,0,65,0,26.5,6.9,262
01/08/2015,2,41,21,712.6,0,67,0,25.68,4.9,306
01/08/2015,2,33,17,712.6,0,69,0,25.23,3.8,304
01/08/2015,3,60,29,712.9,0,69,0.015,25.22,5.4,297
01/08/2015,4,64,16,713.3,0,67,0.097,26.54,3.6,343
01/08/2015,13,63,15,713.6,0,59,0.152,30.3,1.7,12
01/08/2015,24,45,29,713.7,0,54,0.475,30.55,6.3,103
01/08/2015,37,59,30,713.9,0,51,0.631,30.12,10.5,99
01/08/2015,44,38,29,713.8,0,48,0.732,30.86,11.2,119
01/08/2015,58,33,18,713.2,0,44,0.844,31.87,10.3,116
01/08/2015,62,28,20,712.6,0,42,0.788,32.64,9.1,110
01/08/2015,65,20,18,712,0,41,0.697,33.14,9.1,123
01/08/2015,61,44,25,710.9,0,38,0.487,33.95,13.3,110
01/08/2015,50,41,22,710.8,0,39,0.31,33.57,16.2,104
01/08/2015,45,41,18,710.9,0,39,0.121,32.97,16.1,100
01/08/2015,43,36,20,711,0,39,0.017,32.49,17.2,103
01/08/2015,25,36,21,712.4,0,64,0,27.68,17.8,105
02/08/2015,25,38,14,712.3,0,65,0,27.2,12.4,75
02/08/2015,14,37,30,711.9,0,76,0,24.77,5.3,286
02/08/2015,12,33,23,711.7,0,78,0,24.34,4.2,298
02/08/2015,13,60,21,711.6,0,80,0,23.92,7.9,286
02/08/2015,11,51,18,711.6,0,81,0,23.47,4.8,298
02/08/2015,9,25,14,711.6,0,80,0.012,23.67,6,314
02/08/2015,12,49,14,711.8,0,76,0.095,24.93,7.3,332
02/08/2015,23,28,25,712.1,0,68,0.166,27.32,6.9,335
02/08/2015,51,54,16,712.1,0,49,0.498,30.91,4.3,349
02/08/2015,74,40,12,712.1,0,38,0.665,33.04,4.6,140
02/08/2015,76,32,17,711,0,31,0.871,33.4,12,128
02/08/2015,69,34,9,710.6,0,32,0.821,33.77,14.1,109
02/08/2015,61,40,18,710.2,0,35,0.712,34.04,14.6,111
02/08/2015,55,40,16,709.8,0,30,0.556,34.21,16.1,103
02/08/2015,47,29,24,709.4,0,33,0.162,33.56,17.3,105
02/08/2015,46,35,15,709.5,0,33,0.013,32.63,19.3,101
02/08/2015,38,29,19,710,0,48,0,30.81,21.4,100
02/08/2015,35,52,28,710.5,0,60,0,28.86,20.4,103
02/08/2015,34,34,21,710.8,0,64,0,28.14,20,104
02/08/2015,30,29,15,710.8,0,67,0,27.45,16.9,107
03/08/2015,29,26,19,710.8,0,68,0,26.99,8,130
03/08/2015,22,31,19,710.7,0,70,0,26.39,4.8,342
03/08/2015,10,29,29,710.6,0,78,0,24.52,7,285
03/08/2015,7,67,37,710.8,0,80,0,24.12,6.8,315
03/08/2015,6,65,31,711,0,81,0.012,23.94,7.3,330
03/08/2015,9,18,11,711.1,0,77,0.085,25.18,5.7,317
03/08/2015,35,56,8,711.4,0,56,0.481,32.24,2.9,141
03/08/2015,52,39,23,711.3,0,51,0.655,31.85,7.7,135
03/08/2015,61,48,16,711.1,0,47,0.77,31.86,11.3,116
03/08/2015,62,42,22,710.8,0,45,0.857,32.6,11.8,94
03/08/2015,68,30,16,710.5,0,43,0.806,33.1,13.2,105
03/08/2015,76,43,35,710,0,40,0.734,33.83,12.8,94
03/08/2015,64,69,20,709.6,0,37,0.703,34.41,14.1,104
03/08/2015,60,31,28,709.3,0,38,0.414,34.49,15.5,104
03/08/2015,52,48,28,709,0,38,0.32,34.41,16.4,108
03/08/2015,44,54,29,709,0,39,0.117,33.97,15.8,112
03/08/2015,39,45,25,709,0,42,0.015,33.38,16,100
03/08/2015,37,42,19,709.3,0,41,0,32.97,15.7,96
03/08/2015,19,78,59,710.3,0,61,0,29.82,20,87
03/08/2015,19,45,33,710.5,0,64,0,28.76,17.8,86
04/08/2015,23,38,6,710.8,0,63,0,28.02,15.9,109
04/08/2015,19,58,23,710.8,0,69,0,27.33,8.8,96
04/08/2015,10,43,39,710.7,0,76,0,26.27,6.1,6
04/08/2015,6,60,36,711.2,0,79,0,25.4,4.7,244
04/08/2015,3,80,26,711.8,0,81,0.01,24.94,6.8,262
04/08/2015,5,97,20,712.1,0,78,0.086,25.54,5.9,225
04/08/2015,13,67,14,712.3,0,75,0.241,26.63,6.5,273
04/08/2015,26,68,18,712.2,0,67,0.463,28.93,4.3,17
04/08/2015,46,78,27,712.1,0,61,0.632,30.52,5,124
04/08/2015,67,47,32,711.7,0,52,0.753,32.71,7,131
04/08/2015,57,57,35,711.4,0,46,0.835,32.18,13.6,106
04/08/2015,62,56,31,711.1,0,46,0.845,32.65,14.2,115
04/08/2015,66,61,38,710.7,0,42,0.8,33.63,13.4,103
04/08/2015,58,68,24,710.5,0,39,0.728,34.42,14.8,105
04/08/2015,53,42,29,710.2,0,36,0.483,34.91,14.6,113
04/08/2015,45,52,21,709.8,0,38,0.344,35.03,15.5,116
04/08/2015,35,51,30,709.8,0,36,0.088,34.74,16,124
04/08/2015,30,50,13,710.1,0,33,0.006,34.42,13.3,119
04/08/2015,23,58,15,710.4,0,36,0,33.54,16.6,91
04/08/2015,16,66,29,711.7,0,67,0,29.15,22.5,90
04/08/2015,15,54,30,711.9,0,71,0,28.25,19.2,100
05/08/2015,16,36,28,711.9,0,73,0,27.53,16,93
05/08/2015,15,41,36,711.9,0,77,0,26.58,12.8,90
05/08/2015,5,31,14,712.7,0,78,0.012,25.19,6.3,214
05/08/2015,7,38,12,713.2,0,78,0.063,25.31,7.4,232
05/08/2015,12,62,11,713.3,0,76,0.191,26.19,5.9,187
05/08/2015,47,41,17,712.8,0,61,0.644,30.45,5.1,82
05/08/2015,62,50,36,712.5,0,59,0.756,30.57,10.4,139
05/08/2015,70,57,27,712.2,0,54,0.835,31.59,12.4,109
05/08/2015,75,45,30,711.8,0,49,0.838,32.75,12.1,116
05/08/2015,77,60,33,711.3,0,43,0.789,33.82,11.5,113
05/08/2015,55,55,26,710.8,0,40,0.677,34.62,13.5,116
05/08/2015,50,52,23,710.5,0,40,0.494,34.72,15.1,108
05/08/2015,42,45,23,710.2,0,41,0.317,34.86,16.2,116
05/08/2015,35,54,25,709.9,0,41,0.126,34.61,15.4,124
05/08/2015,29,34,15,709.8,0,40,0.011,34.24,16.3,114
05/08/2015,21,58,38,710.1,0,52,0,32.07,22.6,97
05/08/2015,16,96,52,710.9,0,61,0,30.09,20,80
05/08/2015,17,67,38,711.5,0,61,0,29.35,19.5,91
05/08/2015,18,57,41,711.8,0,62,0,28.78,17.4,102
06/08/2015,21,62,55,711.8,0,67,0,27.84,17.4,108
06/08/2015,16,61,39,711.3,0,78,0,25.92,10.4,119
06/08/2015,18,37,13,712.2,0,76,0.224,26.8,6.4,302
06/08/2015,25,49,24,712.2,0,69,0.46,29.1,4.7,316
06/08/2015,41,69,29,712.1,0,60,0.633,31.7,4.3,310
06/08/2015,55,59,47,711.9,0,59,0.748,30.95,11.8,121
06/08/2015,73,84,29,711.4,0,54,0.818,32.13,10.8,111
06/08/2015,80,48,38,710.8,0,48,0.829,33.51,11.2,115
06/08/2015,69,62,18,710.1,0,41,0.791,34.9,10,95
06/08/2015,67,54,17,709.5,0,39,0.683,35.77,10.6,114
06/08/2015,68,76,47,708.6,0,37,0.328,36.06,16.1,102
06/08/2015,41,58,28,708.4,0,37,0.143,35.65,17.5,125
06/08/2015,13,44,27,709.6,0,46,0,31.74,19.3,88
06/08/2015,14,70,38,710.2,0,60,0,29.54,19.2,92
06/08/2015,14,55,23,710.7,0,64,0,28.5,17.8,98
07/08/2015,7,32,19,710.7,0,78,0,25.1,6.5,38
07/08/2015,5,18,12,710.8,0,79,0,24.7,6.2,197
07/08/2015,4,60,15,711,0,80,0.018,24.3,7,187
07/08/2015,5,66,9,711.3,0,79,0.068,25.37,3.6,259
07/08/2015,28,51,21,711.3,0,68,0.477,30.19,4.1,221
07/08/2015,49,63,24,711.1,0,61,0.647,31.21,5,157
07/08/2015,58,55,35,710.9,0,59,0.766,30.79,9.7,136
07/08/2015,73,60,32,710.5,0,55,0.835,31.75,13.6,124
07/08/2015,73,59,29,710.1,0,48,0.853,33.1,12.9,116
07/08/2015,86,70,40,709.5,0,45,0.802,34.26,13.6,102
07/08/2015,65,69,36,708.9,0,42,0.699,34.92,17.3,99
07/08/2015,44,57,11,708.3,0,40,0.538,35.54,20.2,109
07/08/2015,38,50,26,707.9,0,39,0.346,35.74,20.2,110
07/08/2015,33,66,33,708,0,36,0.144,35.52,21.7,113
07/08/2015,29,52,24,708.2,0,38,0.008,34.76,17.1,128
07/08/2015,21,62,23,708.7,0,44,0,33.53,17.1,110
07/08/2015,14,80,42,709.4,0,60,0,30.67,22.3,90
07/08/2015,13,88,33,710,0,63,0,29.54,21.1,102
07/08/2015,14,48,27,710.1,0,67,0,28.45,18,93
08/08/2015,14,47,36,710.2,0,71,0,27.4,16.3,86
08/08/2015,12,30,22,710.4,0,79,0,25.65,6.4,9
08/08/2015,8,31,29,711.2,0,80,0.01,25.17,6.2,286
08/08/2015,12,31,16,711.5,0,78,0.062,25.32,7.7,296
08/08/2015,35,50,14,711.4,0,67,0.465,29.42,4.4,90
08/08/2015,47,60,42,711.4,0,65,0.631,29.89,8.2,151
08/08/2015,67,70,41,711.3,0,60,0.757,30.67,12.9,127
08/08/2015,56,77,28,710.9,0,56,0.826,31.6,14.1,119
08/08/2015,63,64,27,710.4,0,49,0.843,32.96,13,96
08/08/2015,71,60,20,709.9,0,44,0.795,34.16,12.1,96
08/08/2015,76,61,31,709.3,0,41,0.694,34.95,12.6,102
08/08/2015,62,61,24,708.9,0,37,0.532,35.86,14.3,99
08/08/2015,47,43,28,708.6,0,38,0.34,35.8,17.6,113
08/08/2015,32,42,18,708.9,0,38,0.007,34.96,19.3,110
08/08/2015,26,52,25,709.3,0,39,0,34.29,15.8,119
08/08/2015,15,71,41,710.5,0,65,0,29.72,20.7,95
08/08/2015,15,60,38,710.9,0,69,0,28.53,18.9,87
09/08/2015,14,55,20,711.1,0,74,0,26.75,9.4,99
09/08/2015,12,57,20,711,0,78,0,25.43,6.8,98
09/08/2015,10,67,23,711.1,0,78,0,25.3,7,155
09/08/2015,9,79,17,711.3,0,78,0.011,24.76,9.4,149
09/08/2015,10,60,17,711.6,0,78,0.069,24.74,6.1,157
09/08/2015,17,61,7,711.8,0,74,0.274,26.56,5.2,283
09/08/2015,30,44,14,712,0,69,0.475,28.44,5,351
09/08/2015,48,51,19,712.1,0,62,0.652,30.52,5.2,356
09/08/2015,68,46,26,711.8,0,56,0.774,32.31,6,184
09/08/2015,66,45,30,711.5,0,51,0.841,32.26,13.1,97
09/08/2015,67,51,36,711.1,0,50,0.848,32.75,13.3,103
09/08/2015,75,60,30,710.5,0,45,0.796,34,12.6,102
09/08/2015,53,67,21,709.9,0,39,0.685,35.01,17.2,105
09/08/2015,44,50,21,709.4,0,38,0.529,35.4,19.6,104
09/08/2015,39,43,23,709.5,0,39,0.331,35.38,18.4,111
09/08/2015,34,47,30,709.7,0,37,0.094,34.95,18.5,104
09/08/2015,31,34,18,710.3,0,35,0.003,34.53,15,92
09/08/2015,23,46,26,710.6,0,42,0,33.31,18.6,91
09/08/2015,16,51,25,711.3,0,74,0,27.98,19.4,97
10/08/2015,14,50,35,711.6,0,82,0,26.16,10.6,120
10/08/2015,13,27,25,711.4,0,80,0,26.49,5,233
10/08/2015,10,40,27,711.5,0,81,0,26.38,5.4,194
10/08/2015,6,76,23,711.7,0,82,0,26.07,6.2,264
10/08/2015,7,99,35,712,0,82,0.011,25.76,5,283
10/08/2015,8,113,9,712.1,0,81,0.081,26.34,5,308
10/08/2015,44,71,15,712.1,0,61,0.639,32.32,3.3,209
10/08/2015,65,59,30,712,0,55,0.758,32.87,8.7,101
10/08/2015,66,41,23,711.7,0,50,0.842,33.04,13.7,108
10/08/2015,63,49,22,711.3,0,47,0.852,33.97,13.6,110
10/08/2015,57,45,9,710.6,0,42,0.8,34.66,17,112
10/08/2015,50,61,23,710.2,0,39,0.699,34.94,17.6,116
10/08/2015,47,54,15,710,0,37,0.532,35.24,18,120
10/08/2015,42,44,24,709.7,0,35,0.355,35.15,19.1,115
10/08/2015,34,52,25,709.6,0,36,0.149,34.59,19.5,107
10/08/2015,26,51,18,710,0,35,0.007,34.04,18.9,108
10/08/2015,16,50,17,710.5,0,40,0,33.11,20,113
10/08/2015,20,40,17,711.9,0,61,0,28.26,22.6,105
11/08/2015,17,33,17,712,0,66,0,27.13,16.2,100
11/08/2015,11,34,19,712.2,0,76,0,25.31,5,221
11/08/2015,8,44,16,712.5,0,78,0,25.02,4,205
11/08/2015,3,26,21,713.3,0,80,0.011,24.61,5.5,280
11/08/2015,4,60,20,713.9,0,81,0.049,24.73,6.2,292
11/08/2015,13,63,6,714.1,0,76,0.203,26.66,3.2,338
11/08/2015,55,44,18,713.9,0,51,0.778,31.41,10.2,131
11/08/2015,49,32,30,713.6,0,47,0.85,31.59,14.3,99
11/08/2015,62,49,26,713.2,0,46,0.859,32.27,17,108
11/08/2015,50,50,25,712.8,0,40,0.823,33.18,18.6,111
11/08/2015,47,34,18,712.5,0,38,0.673,33.66,18.3,110
11/08/2015,42,39,20,712.3,0,37,0.531,33.93,18.1,113
11/08/2015,35,42,26,712.3,0,39,0.248,33.33,19.1,103
11/08/2015,29,36,13,712.1,0,38,0.149,33.2,17.4,108
11/08/2015,17,36,8,712.9,0,37,0,32.28,14,103
11/08/2015,17,29,18,713.6,0,44,0,31.07,21.7,93
12/08/2015,15,22,10,714.2,0,72,0,25.99,12.4,119
12/08/2015,14,15,9,714.3,0,72,0,25.94,8.5,165
